begin_date,begin_port_id,end_date,end_port_id,vessel
2019-03-19 03:12:00,30,2019-04-01 22:16:21,73,108
2019-04-02 22:27:49,73,2019-04-18 04:18:42,23,108
2019-04-19 10:18:16,23,2019-05-02 04:29:48,73,108
2019-05-03 02:50:52,73,2019-05-17 23:47:59,18,108
2019-05-19 01:26:30,18,2019-06-21 08:23:24,73,108
2019-06-23 01:16:56,73,2019-07-03 20:43:54,48,108
2019-07-04 23:47:53,48,2019-07-16 08:35:06,73,108
2019-07-17 07:21:46,73,2019-07-26 20:31:37,70,108
2019-07-27 23:50:14,70,2019-08-11 07:08:56,32,108
2019-08-12 07:24:45,32,2019-08-24 00:30:42,11,108
2019-08-25 02:48:47,11,2019-09-05 22:43:42,32,108
2019-09-07 00:38:18,32,2019-09-16 20:53:02,152,108
2019-09-17 23:48:20,152,2019-10-04 01:32:48,32,108
2019-10-05 08:06:42,32,2019-10-17 22:07:43,11,108
2019-10-18 23:53:05,11,2019-10-28 07:31:37,73,108
2019-10-29 07:30:33,73,2019-11-07 21:55:18,51,108
2019-11-08 21:55:43,51,2019-11-20 21:55:44,73,108
2019-11-21 18:51:55,73,2019-12-09 21:44:16,22,108
2019-12-11 00:50:01,22,2019-12-22 21:51:36,73,108
2019-01-15 10:55:00,91,2019-01-29 10:49:00,56,20
2019-02-01 16:43:00,56,2019-02-20 01:55:00,115,20
2019-02-22 19:49:00,115,2019-03-03 22:38:00,32,20
2019-03-04 19:56:00,32,2019-03-18 09:48:00,149,20
2019-03-20 00:59:00,149,2019-04-17 19:23:00,138,20
2019-04-19 16:25:43,138,2019-05-22 00:49:58,114,20
2019-05-23 20:55:14,114,2019-06-15 01:30:34,57,20
2019-06-16 07:30:12,57,2019-07-13 23:36:53,149,20
2019-07-15 23:58:34,149,2019-07-28 07:31:09,104,20
2019-07-29 11:51:14,104,2019-08-08 23:42:59,75,20
2019-08-10 04:26:03,75,2019-08-22 05:43:14,32,20
2019-08-23 07:31:47,32,2019-08-29 23:43:38,115,20
2019-08-31 01:31:52,115,2019-09-19 01:29:59,104,20
2019-09-20 07:32:36,104,2019-10-05 23:47:43,13,20
2019-10-08 02:57:47,13,2019-11-04 08:32:04,138,20
2019-11-05 09:54:34,138,2019-12-08 21:45:30,54,20
2019-12-10 00:49:23,54,2019-12-18 00:51:57,32,20
2019-01-13 04:45:00,7,2019-02-06 21:29:00,156,23
2019-02-08 15:53:00,156,2019-02-24 01:57:00,111,23
2019-02-25 10:38:00,111,2019-03-26 11:20:00,10,23
2019-03-27 20:54:00,10,2019-04-16 07:18:38,140,23
2019-04-18 07:25:53,140,2019-06-20 10:32:21,10,23
2019-06-21 14:55:39,10,2019-06-23 07:23:46,19,23
2019-06-24 07:32:21,19,2019-07-01 10:31:10,10,23
2019-07-02 20:50:09,10,2019-07-24 23:01:06,23,23
2019-07-26 08:46:24,23,2019-08-03 00:00:53,59,23
2019-08-04 02:53:06,59,2019-08-15 18:20:57,23,23
2019-08-17 02:40:56,23,2019-10-03 16:32:45,10,23
2019-10-05 10:31:41,10,2019-11-04 20:12:06,7,23
2019-11-05 18:58:51,7,2019-11-14 21:56:00,99,23
2019-11-16 00:45:43,99,2019-11-24 00:50:03,154,23
2019-11-25 00:49:43,154,2019-12-09 00:02:33,59,23
2019-12-10 00:40:42,59,2019-12-31 20:06:27,58,23
2019-01-06 04:57:00,51,2019-01-16 01:48:00,100,83
2019-01-18 01:48:00,100,2019-01-29 01:43:00,51,83
2019-01-30 04:56:00,51,2019-02-18 21:48:00,100,83
2019-02-20 01:58:00,100,2019-02-28 04:51:00,65,83
2019-03-01 09:57:00,65,2019-03-14 23:50:00,156,83
2019-03-16 15:02:00,156,2019-03-29 19:25:24,30,83
2019-03-29 20:57:00,30,2019-03-29 22:24:37,51,83
2019-03-31 01:24:22,51,2019-04-16 22:22:42,73,83
2019-04-17 22:26:33,73,2019-04-27 20:51:11,30,83
2019-04-28 23:56:20,30,2019-05-09 14:43:17,90,83
2019-05-10 10:24:09,90,2019-05-13 22:48:06,7,83
2019-05-14 19:04:17,7,2019-06-03 20:53:31,22,83
2019-06-04 20:55:36,22,2019-06-18 04:23:53,73,83
2019-06-19 03:56:29,73,2019-07-04 20:35:31,22,83
2019-07-05 23:51:27,22,2019-07-16 12:29:04,104,83
2019-07-17 16:32:48,104,2019-08-03 01:30:23,13,83
2019-08-05 01:24:52,13,2019-08-15 23:49:59,104,83
2019-08-17 05:46:29,104,2019-09-11 04:57:47,13,83
2019-09-12 06:27:44,13,2019-09-24 20:53:35,104,83
2019-09-25 23:44:03,104,2019-10-06 23:42:57,149,83
2019-10-08 20:55:02,149,2019-10-26 10:29:03,104,83
2019-10-27 16:31:14,104,2019-11-19 03:55:13,13,83
2019-01-24 01:56:00,10,2019-01-26 18:56:00,105,93
2019-01-27 16:40:00,105,2019-01-31 22:42:00,138,93
2019-02-02 01:33:00,138,2019-02-14 10:42:00,122,93
2019-02-15 13:52:00,122,2019-02-28 13:58:00,10,93
2019-03-01 16:42:00,10,2019-03-11 18:18:00,6,93
2019-03-13 18:44:00,6,2019-03-22 12:58:00,10,93
2019-03-23 15:54:00,10,2019-04-01 04:18:30,20,93
2019-04-01 07:07:04,20,2019-04-03 06:53:21,105,93
2019-04-05 10:13:17,105,2019-04-20 07:15:56,10,93
2019-04-21 10:15:18,10,2019-04-30 10:29:56,6,93
2019-05-01 16:29:56,6,2019-05-20 07:29:54,10,93
2019-05-21 11:56:43,10,2019-06-12 07:15:01,105,93
2019-06-13 13:49:13,105,2019-06-26 17:43:26,10,93
2019-06-28 11:49:32,10,2019-07-09 16:28:29,6,93
2019-07-11 01:31:03,6,2019-07-16 23:33:36,10,93
2019-07-18 01:30:35,10,2019-07-22 07:21:32,105,93
2019-07-23 13:30:57,105,2019-08-11 10:30:47,10,93
2019-08-12 13:31:28,10,2019-08-21 08:57:02,105,93
2019-08-22 11:58:30,105,2019-09-12 08:46:45,138,93
2019-09-13 10:30:30,138,2019-09-28 02:57:42,144,93
2019-10-01 05:55:09,144,2019-10-05 08:03:12,153,93
2019-10-06 04:29:53,153,2019-10-27 07:29:46,105,93
2019-10-28 16:24:17,105,2019-10-31 07:29:55,10,93
2019-11-01 13:30:12,10,2019-11-21 15:58:55,6,93
2019-11-23 04:00:10,6,2019-11-28 15:52:49,138,93
2019-01-26 18:48:00,10,2019-02-06 19:59:00,93,8
2019-02-07 19:55:00,93,2019-02-17 22:04:00,138,8
2019-02-19 19:39:00,138,2019-04-16 22:24:03,18,8
2019-04-18 01:16:42,18,2019-04-27 20:51:26,32,8
2019-04-28 20:53:54,32,2019-05-07 22:52:44,154,8
2019-05-09 01:21:11,154,2019-05-23 16:22:38,121,8
2019-05-24 17:46:22,121,2019-06-19 20:46:35,91,8
2019-06-21 05:45:06,91,2019-07-11 07:15:17,126,8
2019-07-12 20:47:43,126,2019-08-01 01:30:29,57,8
2019-08-02 07:25:38,57,2019-08-19 00:38:44,35,8
2019-08-20 08:51:15,35,2019-09-12 03:10:04,57,8
2019-09-13 05:56:02,57,2019-10-16 10:07:02,120,8
2019-10-17 10:31:00,120,2019-10-28 23:51:41,138,8
2019-10-29 23:52:39,138,2019-11-30 18:45:32,58,8
2019-12-01 18:45:19,58,2019-12-14 11:28:45,100,8
2019-12-16 00:42:41,100,2019-12-23 22:00:04,139,8
2019-01-20 01:57:00,65,2019-01-28 22:48:00,156,97
2019-01-30 04:54:00,156,2019-02-09 04:57:00,65,97
2019-02-10 04:56:00,65,2019-02-18 21:49:00,156,97
2019-02-20 16:53:00,156,2019-03-02 01:59:00,143,97
2019-03-03 04:59:00,143,2019-03-16 09:56:00,100,97
2019-03-18 09:54:00,100,2019-04-05 15:49:24,73,97
2019-04-06 16:02:08,73,2019-04-18 01:09:26,65,97
2019-04-19 01:18:32,65,2019-04-30 03:35:03,169,97
2019-05-01 05:38:41,169,2019-05-06 23:52:04,51,97
2019-05-07 20:50:39,51,2019-05-26 04:30:14,59,97
2019-05-27 01:31:25,59,2019-06-10 01:21:37,30,97
2019-06-10 23:56:48,30,2019-06-23 04:15:50,73,97
2019-06-24 04:21:39,73,2019-06-24 04:21:39,32,97
2019-06-24 07:15:19,32,2019-07-05 23:45:29,51,97
2019-07-07 01:32:16,51,2019-07-18 10:16:01,73,97
2019-07-19 10:29:20,73,2019-07-28 20:51:02,22,97
2019-07-29 20:47:38,22,2019-08-11 05:08:49,73,97
2019-08-12 02:53:22,73,2019-08-22 23:44:30,51,97
2019-08-23 20:43:34,51,2019-09-05 23:05:49,115,97
2019-10-06 23:52:26,115,2019-10-16 23:53:46,73,97
2019-10-19 14:58:39,73,2019-10-30 20:55:02,139,97
2019-10-31 23:49:58,139,2019-11-13 05:30:24,100,97
2019-11-14 11:31:32,100,2019-12-05 00:52:59,154,97
2019-12-06 00:50:47,154,2019-12-14 21:24:47,73,97
2019-02-25 07:41:00,139,2019-03-10 04:46:00,100,73
2019-03-11 12:57:00,100,2019-04-01 16:00:07,156,73
2019-04-03 00:00:08,156,2019-04-14 00:39:57,14,73
2019-04-15 01:16:56,14,2019-05-03 16:18:29,156,73
2019-05-05 01:31:34,156,2019-05-14 19:11:18,7,73
2019-05-15 18:59:59,7,2019-08-10 20:04:44,92,73
2019-08-12 07:40:35,92,2019-09-05 20:54:35,100,73
2019-09-07 07:30:03,100,2019-09-15 20:27:57,11,73
2019-09-16 23:56:56,11,2019-10-05 08:05:40,104,73
2019-10-05 20:53:35,104,2019-11-11 02:30:33,138,73
2019-11-12 17:30:43,138,2019-11-26 02:30:03,27,73
2019-11-27 05:31:16,27,2019-12-16 02:29:16,138,73
2019-01-11 12:59:00,95,2019-01-25 04:24:00,91,161
2019-01-26 07:49:00,91,2019-03-27 18:59:00,10,161
2019-03-29 19:25:16,10,2019-04-12 01:22:05,24,161
2019-04-13 13:21:06,24,2019-05-08 07:28:35,10,161
2019-05-09 10:31:08,10,2019-05-25 01:30:16,144,161
2019-05-25 23:51:25,144,2019-06-09 01:27:41,10,161
2019-06-10 01:30:53,10,2019-06-25 01:26:40,24,161
2019-06-26 10:36:13,24,2019-07-26 02:55:24,10,161
2019-07-27 02:55:52,10,2019-08-20 01:30:38,24,161
2019-08-22 04:30:27,24,2019-09-06 07:28:55,10,161
2019-09-07 11:47:04,10,2019-09-20 23:49:11,20,161
2019-09-21 23:50:48,20,2019-10-28 08:51:24,165,161
2019-10-30 10:30:30,165,2019-11-14 12:58:09,87,161
2019-11-17 09:47:37,87,2019-12-01 09:52:57,165,161
2019-01-10 00:38:00,7,2019-03-14 15:11:00,32,6
2019-03-16 09:56:00,32,2019-03-25 02:56:00,11,6
2019-03-26 03:59:00,11,2019-04-18 01:14:52,90,6
2019-04-19 04:24:09,90,2019-04-28 20:52:55,23,6
2019-04-29 23:45:35,23,2019-05-13 22:52:25,32,6
2019-05-14 23:29:32,32,2019-05-27 20:36:02,11,6
2019-05-28 23:38:24,11,2019-06-12 21:01:36,32,6
2019-06-13 23:42:20,32,2019-06-27 01:23:05,29,6
2019-06-28 04:31:01,29,2019-07-06 07:30:07,32,6
2019-07-07 07:30:23,32,2019-07-16 23:06:03,149,6
2019-07-18 20:54:26,149,2019-07-30 01:06:14,73,6
2019-07-30 23:52:09,73,2019-08-08 20:54:08,22,6
2019-08-09 23:44:08,22,2019-10-06 08:48:04,138,6
2019-10-07 18:59:22,138,2019-11-19 12:45:27,122,6
2019-11-20 18:45:35,122,2019-12-04 12:55:53,175,6
2019-01-06 16:41:00,10,2019-01-15 07:55:00,20,7
2019-01-16 04:58:00,20,2019-01-28 07:46:00,91,7
2019-01-29 16:46:00,91,2019-02-16 16:58:00,83,7
2019-02-19 13:57:00,83,2019-02-24 07:40:00,138,7
2019-02-25 01:50:00,138,2019-03-03 14:44:00,19,7
2019-03-05 00:21:00,19,2019-03-08 19:47:00,10,7
2019-03-09 19:59:00,10,2019-04-04 18:59:46,134,7
2019-04-06 07:14:55,134,2019-04-18 08:23:45,10,7
2019-04-19 13:20:19,10,2019-05-02 06:51:28,105,7
2019-05-03 14:51:03,105,2019-05-07 08:47:04,10,7
2019-05-08 10:30:51,10,2019-05-23 04:30:23,87,7
2019-05-26 01:30:55,87,2019-06-06 01:31:09,10,7
2019-06-07 04:30:05,10,2019-06-17 11:54:45,95,7
2019-06-20 23:49:13,95,2019-07-21 02:36:56,10,7
2019-07-22 10:30:52,10,2019-08-01 11:55:15,20,7
2019-08-03 23:52:55,20,2019-08-14 05:53:06,10,7
2019-08-15 08:46:56,10,2019-08-24 23:50:43,95,7
2019-08-26 10:28:47,95,2019-09-09 16:30:18,91,7
2019-09-11 03:46:21,91,2019-10-03 21:35:59,23,7
2019-10-05 08:06:42,23,2019-10-30 23:48:05,91,7
2019-11-01 05:56:54,91,2019-11-26 09:45:02,120,7
2019-01-17 16:59:00,160,2019-02-19 22:52:00,23,24
2019-02-21 01:57:00,23,2019-03-27 15:59:00,160,24
2019-03-29 13:38:00,160,2019-04-26 04:30:20,23,24
2019-04-27 07:30:49,23,2019-05-23 14:37:46,138,24
2019-05-24 16:32:05,138,2019-06-05 17:53:32,20,24
2019-06-07 02:54:43,20,2019-06-23 03:22:59,138,24
2019-06-24 10:32:31,138,2019-08-04 20:49:30,51,24
2019-08-06 02:57:08,51,2019-09-05 08:54:03,138,24
2019-09-06 14:48:57,138,2019-10-17 01:31:14,139,24
2019-10-18 17:47:13,139,2019-11-22 09:51:22,138,24
2019-01-10 22:59:00,91,2019-01-23 16:44:00,44,28
2019-01-24 16:45:00,44,2019-02-20 00:45:00,91,28
2019-02-21 10:35:00,91,2019-03-08 19:50:00,44,28
2019-03-09 19:52:00,44,2019-03-24 13:32:00,91,28
2019-03-25 20:05:00,91,2019-04-08 16:15:10,44,28
2019-04-09 16:21:06,44,2019-04-29 07:23:06,91,28
2019-04-30 17:53:30,91,2019-05-10 01:30:00,144,28
2019-05-11 08:55:37,144,2019-06-04 08:31:44,91,28
2019-06-05 18:59:57,91,2019-06-27 08:45:41,114,28
2019-06-29 04:32:25,114,2019-07-24 11:51:21,91,28
2019-07-26 05:42:27,91,2019-08-03 23:53:16,36,28
2019-08-04 23:52:54,36,2019-08-17 20:45:55,91,28
2019-08-19 07:32:20,91,2019-09-13 22:57:38,174,28
2019-09-17 08:59:04,174,2019-10-10 08:49:45,91,28
2019-10-12 01:31:10,91,2019-10-23 04:29:11,144,28
2019-10-24 05:55:57,144,2019-11-06 15:46:34,91,28
2019-11-08 00:55:30,91,2019-11-24 09:36:19,44,28
2019-11-25 12:38:36,44,2019-12-10 06:35:43,91,28
2019-02-02 04:59:00,142,2019-02-14 10:54:00,104,27
2019-02-15 13:55:00,104,2019-03-01 04:06:00,139,27
2019-03-02 04:29:00,139,2019-04-02 08:45:56,55,27
2019-04-03 10:12:04,55,2019-04-26 19:34:59,11,27
2019-04-27 20:35:37,11,2019-05-03 17:29:40,92,27
2019-05-05 00:05:53,92,2019-05-10 16:30:20,121,27
2019-05-11 20:56:01,121,2019-06-10 16:31:49,91,27
2019-06-12 07:17:05,91,2019-07-04 08:23:42,83,27
2019-07-05 14:51:39,83,2019-07-12 13:31:45,138,27
2019-07-15 10:32:31,138,2019-07-20 08:50:08,83,27
2019-07-21 13:31:43,83,2019-07-26 23:50:25,138,27
2019-07-28 01:31:46,138,2019-08-26 23:55:12,114,27
2019-08-30 05:54:23,114,2019-09-21 01:31:51,57,27
2019-09-22 13:30:24,57,2019-10-22 20:57:13,51,27
2019-10-23 23:48:23,51,2019-11-19 12:01:11,91,27
2019-01-11 07:59:00,13,2019-01-26 10:54:00,104,76
2019-01-27 13:56:00,104,2019-02-07 04:47:00,115,76
2019-02-09 04:50:00,115,2019-02-20 02:04:00,73,76
2019-02-21 07:39:00,73,2019-03-04 11:51:00,98,76
2019-03-06 07:59:00,98,2019-03-12 06:58:00,92,76
2019-03-13 09:33:00,92,2019-03-18 07:55:00,7,76
2019-03-19 00:50:00,7,2019-03-28 07:40:00,32,76
2019-03-29 09:39:00,32,2019-04-23 01:31:44,104,76
2019-05-17 23:54:06,104,2019-05-29 23:46:33,149,76
2019-05-31 20:57:01,149,2019-06-19 20:43:25,139,76
2019-06-21 02:55:53,139,2019-07-06 00:15:00,59,76
2019-07-07 01:32:16,59,2019-07-21 18:59:00,139,76
2019-07-23 01:32:05,139,2019-08-06 23:58:37,59,76
2019-08-08 01:32:50,59,2019-08-25 20:46:16,139,76
2019-08-27 01:32:00,139,2019-09-26 22:57:38,115,76
2019-10-31 23:49:56,115,2019-11-22 03:57:53,100,76
2019-11-25 09:45:24,100,2019-12-06 21:40:25,139,76
2019-03-01 01:50:00,51,2019-04-06 07:14:57,97,59
2019-04-07 16:19:42,97,2019-05-06 01:30:37,51,59
2019-05-06 20:48:21,51,2019-06-09 13:30:23,160,59
2019-06-10 14:44:18,160,2019-06-30 01:29:47,31,59
2019-07-01 18:57:04,31,2019-07-19 07:30:23,97,59
2019-07-20 08:56:26,97,2019-08-09 07:31:36,140,59
2019-08-10 07:31:28,140,2019-08-19 15:46:31,31,59
2019-08-20 23:55:28,31,2019-09-15 10:31:58,160,59
2019-09-16 11:56:14,160,2019-10-28 20:06:51,11,59
2019-10-29 23:48:13,11,2019-12-04 09:51:03,160,59
2019-01-15 16:44:00,55,2019-02-27 01:59:00,121,37
2019-02-28 04:59:00,121,2019-03-31 15:57:54,10,37
2019-04-01 19:20:47,10,2019-04-13 01:15:54,20,37
2019-04-14 04:15:37,20,2019-04-28 05:48:03,91,37
2019-04-29 10:30:50,91,2019-05-27 04:29:30,126,37
2019-05-28 23:41:59,126,2019-06-06 10:29:47,54,37
2019-06-08 18:59:36,54,2019-08-07 01:29:41,57,37
2019-08-10 01:31:53,57,2019-08-22 11:58:44,140,37
2019-08-24 05:56:02,140,2019-09-08 09:06:41,138,37
2019-09-09 14:46:51,138,2019-10-06 03:21:32,126,37
2019-10-07 20:50:46,126,2019-11-03 14:30:44,160,37
2019-11-04 15:58:46,160,2019-11-19 14:30:00,36,37
2019-11-20 14:31:32,36,2019-12-08 09:47:06,165,37
2019-01-11 04:59:00,65,2019-01-19 07:48:00,99,121
2019-01-20 13:51:00,99,2019-02-01 07:58:00,51,121
2019-02-02 10:58:00,51,2019-02-14 01:58:00,99,121
2019-02-15 07:50:00,99,2019-02-24 07:57:00,65,121
2019-02-25 13:59:00,65,2019-03-09 04:59:00,99,121
2019-03-10 15:58:00,99,2019-03-19 03:20:00,65,121
2019-03-20 03:54:00,65,2019-03-30 01:18:54,99,121
2019-03-31 10:22:18,99,2019-04-08 22:25:45,51,121
2019-04-09 22:14:57,51,2019-04-19 22:18:57,99,121
2019-04-21 10:15:13,99,2019-04-29 23:46:47,51,121
2019-05-01 02:52:20,51,2019-05-19 01:37:22,115,121
2019-06-17 20:44:26,115,2019-06-26 20:15:51,99,121
2019-06-30 04:22:40,99,2019-07-12 20:47:46,65,121
2019-07-13 23:57:18,65,2019-07-23 02:25:52,99,121
2019-07-24 07:31:34,99,2019-08-05 01:30:54,65,121
2019-08-06 05:47:22,65,2019-08-16 23:51:38,99,121
2019-08-18 02:55:42,99,2019-08-31 01:30:45,65,121
2019-09-01 05:46:08,65,2019-09-09 20:38:52,99,121
2019-09-11 05:01:31,99,2019-09-24 23:56:40,51,121
2019-09-26 01:31:12,51,2019-10-08 20:49:50,99,121
2019-10-10 01:31:03,99,2019-10-18 20:51:56,51,121
2019-10-19 23:55:42,51,2019-11-04 02:31:59,99,121
2019-11-05 00:58:03,99,2019-11-19 21:47:44,65,121
2019-11-21 00:57:42,65,2019-11-29 18:56:40,99,121
2019-12-01 00:53:59,99,2019-12-14 21:55:52,65,121
2019-01-09 07:57:00,16,2019-02-04 19:58:00,10,10
2019-02-06 01:57:00,10,2019-02-15 16:53:00,140,10
2019-02-17 13:45:00,140,2019-03-02 12:22:00,55,10
2019-03-03 13:56:00,55,2019-03-29 06:58:00,38,10
2019-03-29 22:24:35,38,2019-04-04 18:58:16,92,10
2019-04-05 21:41:19,92,2019-04-15 19:16:48,70,10
2019-04-17 00:45:08,70,2019-05-19 07:31:21,10,10
2019-05-20 10:31:43,10,2019-06-04 23:43:41,82,10
2019-06-05 23:47:38,82,2019-06-21 20:44:48,10,10
2019-06-22 20:48:21,10,2019-07-07 23:51:45,95,10
2019-07-09 04:29:59,95,2019-07-24 18:59:37,138,10
2019-07-25 16:31:18,138,2019-08-14 11:45:29,134,10
2019-08-15 16:31:17,134,2019-09-04 07:30:08,10,10
2019-09-05 10:31:42,10,2019-09-15 04:59:41,87,10
2019-09-16 05:17:03,87,2019-10-02 01:30:12,57,10
2019-10-03 04:31:47,57,2019-10-17 08:44:01,44,10
2019-10-18 10:30:21,44,2019-11-09 17:27:32,165,10
2019-11-11 09:54:10,165,2019-11-24 03:52:22,20,10
2019-11-25 05:29:32,20,2019-12-13 23:10:15,91,10
2019-01-07 12:58:00,73,2019-01-16 07:56:00,38,110
2019-01-17 04:59:00,38,2019-02-12 01:25:00,73,110
2019-02-13 10:50:00,73,2019-02-27 04:56:00,30,110
2019-02-28 04:15:00,30,2019-03-12 09:56:00,99,110
2019-03-13 11:54:00,99,2019-03-26 00:59:00,130,110
2019-03-27 03:59:00,130,2019-04-16 10:55:54,32,110
2019-04-18 01:16:29,32,2019-04-28 03:55:48,70,110
2019-04-29 20:57:14,70,2019-05-23 06:30:34,73,110
2019-05-24 14:55:35,73,2019-06-12 23:44:09,142,110
2019-06-13 20:56:26,142,2019-06-27 05:28:54,73,110
2019-06-28 10:22:46,73,2019-07-07 23:50:56,22,110
2019-07-08 18:57:55,22,2019-07-17 21:37:45,32,110
2019-07-18 20:54:21,32,2019-07-28 02:32:48,29,110
2019-07-29 04:26:56,29,2019-08-16 14:27:30,32,110
2019-08-18 01:28:50,32,2019-08-30 20:29:14,11,110
2019-08-31 23:40:51,11,2019-09-11 16:21:20,73,110
2019-09-12 20:47:48,73,2019-09-24 01:29:36,51,110
2019-09-25 01:31:20,51,2019-10-05 16:07:04,156,110
2019-10-06 17:43:29,156,2019-10-16 02:55:47,14,110
2019-10-17 02:58:09,14,2019-10-25 20:54:44,32,110
2019-10-26 20:47:54,32,2019-11-15 21:12:05,11,110
2019-11-17 00:50:36,11,2019-11-29 02:31:33,73,110
2019-11-30 00:49:19,73,2019-12-15 21:53:57,149,110
2019-01-08 10:53:00,104,2019-01-18 04:47:00,14,72
2019-01-19 04:36:00,14,2019-02-04 04:59:00,104,72
2019-02-05 07:52:00,104,2019-02-16 01:51:00,14,72
2019-02-17 01:59:00,14,2019-03-01 01:47:00,104,72
2019-03-02 04:55:00,104,2019-03-12 00:59:00,14,72
2019-03-13 03:58:00,14,2019-03-22 23:53:00,104,72
2019-03-23 21:45:00,104,2019-04-03 22:21:03,149,72
2019-04-05 22:17:57,149,2019-04-20 01:32:03,104,72
2019-04-21 04:31:36,104,2019-05-01 22:31:08,149,72
2019-05-03 20:44:38,149,2019-05-15 23:45:09,104,72
2019-05-17 01:33:04,104,2019-05-27 23:54:11,14,72
2019-05-29 00:48:42,14,2019-06-07 16:32:31,104,72
2019-07-07 18:59:44,104,2019-07-19 23:57:15,149,72
2019-07-21 20:48:19,149,2019-08-01 13:29:25,104,72
2019-08-02 16:32:20,104,2019-08-14 05:51:12,14,72
2019-08-15 05:42:35,14,2019-08-24 18:58:15,104,72
2019-08-25 23:53:23,104,2019-09-05 05:50:34,14,72
2019-09-06 03:44:21,14,2019-09-19 02:48:49,104,72
2019-09-20 05:55:40,104,2019-09-30 01:30:43,14,72
2019-10-01 20:45:36,14,2019-10-13 23:52:16,104,72
2019-10-15 04:30:29,104,2019-10-25 23:52:11,14,72
2019-10-26 23:33:08,14,2019-11-08 09:57:10,104,72
2019-11-09 12:44:33,104,2019-11-21 21:53:09,149,72
2019-11-23 21:47:19,149,2019-12-05 06:45:58,104,72
2019-12-06 09:46:17,104,2019-12-17 00:25:15,14,72
2019-01-03 01:52:00,30,2019-01-18 01:49:00,139,164
2019-01-19 01:49:00,139,2019-01-26 02:21:00,90,164
2019-01-27 18:39:00,90,2019-02-02 04:58:00,38,164
2019-02-03 01:59:00,38,2019-03-06 01:57:00,22,164
2019-03-07 01:59:00,22,2019-04-01 22:24:18,30,164
2019-04-02 19:23:55,30,2019-04-10 22:19:32,90,164
2019-04-12 01:24:37,90,2019-04-17 22:11:19,48,164
2019-04-18 22:16:10,48,2019-04-28 20:48:53,90,164
2019-04-29 20:38:19,90,2019-05-05 01:06:21,142,164
2019-05-06 01:21:37,142,2019-05-24 23:53:32,90,164
2019-05-26 23:29:08,90,2019-05-31 02:41:16,75,164
2019-06-01 05:38:01,75,2019-06-29 20:42:34,142,164
2019-06-30 23:46:17,142,2019-07-21 23:49:08,152,164
2019-07-22 18:59:02,152,2019-08-07 08:50:25,90,164
2019-08-09 20:55:41,90,2019-08-13 20:52:43,7,164
2019-08-14 18:59:37,7,2019-08-23 20:40:06,90,164
2019-08-26 05:28:21,90,2019-09-02 01:29:30,22,164
2019-09-03 01:29:48,22,2019-09-15 20:50:47,90,164
2019-09-16 17:49:09,90,2019-09-23 23:56:30,139,164
2019-09-25 01:30:52,139,2019-09-30 17:51:01,90,164
2019-10-01 14:53:22,90,2019-10-08 23:51:01,38,164
2019-10-10 01:30:46,38,2019-10-18 05:47:36,90,164
2019-10-19 05:26:21,90,2019-10-25 20:53:23,143,164
2019-10-26 18:59:54,143,2019-11-19 00:51:13,51,164
2019-11-19 21:54:45,51,2019-11-26 03:53:51,90,164
2019-11-27 00:46:54,90,2019-12-04 00:53:16,111,164
2019-12-04 21:49:00,111,2019-12-10 21:44:06,90,164
2019-12-11 18:57:15,90,2019-12-17 02:29:10,142,164
2019-01-12 07:55:00,99,2019-01-24 01:57:00,130,123
2019-01-25 01:59:00,130,2019-02-12 01:54:00,99,123
2019-02-13 04:59:00,99,2019-02-27 03:31:00,151,123
2019-02-28 04:59:00,151,2019-03-16 00:55:00,99,123
2019-03-19 06:58:00,99,2019-03-29 22:09:32,151,123
2019-03-31 01:24:17,151,2019-04-23 22:22:02,99,123
2019-04-24 18:59:18,99,2019-05-07 20:50:41,51,123
2019-05-09 01:18:06,51,2019-05-30 02:50:23,99,123
2019-05-31 02:41:13,99,2019-06-10 23:56:44,111,123
2019-06-11 20:56:54,111,2019-07-01 20:43:34,99,123
2019-07-02 20:50:12,99,2019-07-24 20:52:06,151,123
2019-07-25 23:54:46,151,2019-08-14 22:43:22,99,123
2019-08-16 02:55:29,99,2019-08-26 20:03:46,151,123
2019-08-27 23:41:29,151,2019-09-22 21:55:34,99,123
2019-09-24 04:30:48,99,2019-10-03 20:30:37,151,123
2019-10-05 07:49:33,151,2019-11-09 02:29:50,99,123
2019-11-16 00:45:43,99,2019-11-29 00:48:54,151,123
2019-11-29 21:54:15,151,2019-12-14 21:55:36,99,123
2019-12-15 21:54:10,99,2019-12-25 21:50:29,151,123
2019-01-26 22:59:00,57,2019-02-21 01:36:00,7,4
2019-02-22 01:57:00,7,2019-03-11 09:52:00,104,4
2019-03-12 21:52:00,104,2019-03-27 03:56:00,13,4
2019-03-29 04:48:33,13,2019-04-24 22:26:47,138,4
2019-04-25 20:56:53,138,2019-05-13 16:31:43,134,4
2019-05-14 16:33:15,134,2019-06-03 05:46:24,10,4
2019-06-04 14:51:13,10,2019-06-13 01:28:05,20,4
2019-06-14 01:32:20,20,2019-06-25 07:33:53,138,4
2019-06-26 08:49:19,138,2019-07-24 08:24:53,134,4
2019-07-25 11:53:35,134,2019-08-04 11:49:21,55,4
2019-08-07 23:56:04,55,2019-09-30 20:56:51,91,4
2019-10-02 11:51:49,91,2019-11-08 00:43:23,58,4
2019-11-08 21:55:46,58,2019-12-01 06:45:34,55,4
